1024,512,256,0.0036332869529724122,0.003881838321685791
512,256,128,0.001344003677368164,0.0034956598281860353
256,128,64,0.0011944055557250976,0.0033562183380126953
1024,512,256,0.0016271686553955078,0.0036109304428100586
512,256,128,0.0012875938415527345,0.0034798002243041993
256,128,64,0.0010757923126220703,0.0033200740814208984
1024,512,256,0.001586318016052246,0.003499455451965332
512,256,128,0.0012171125411987304,0.0034726667404174805
256,128,64,0.0010416189829508464,0.0032373348871866862
1024,512,256,0.0017025399208068848,0.003506639003753662
512,256,128,0.0011938619613647461,0.0034530496597290038
256,128,64,0.0010653893152872721,0.0032441377639770507
1024,512,256,0.001724865436553955,0.003512251377105713
512,256,128,0.0012786865234375,0.003468351364135742
256,128,64,0.0010668834050496419,0.0032404661178588867
1024,512,256,0.0015267491340637206,0.0035231852531433104
512,256,128,0.001215219497680664,0.0034913158416748045
256,128,64,0.0010528167088826497,0.0032833258310953775
1024,512,256,0.001164851188659668,0.002935292720794678
512,256,128,0.0015117979049682616,0.0033200836181640626
256,128,64,0.0013228813807169596,0.0035053332646687823
1024,512,256,0.0029517555236816405,0.003923921585083008
512,256,128,0.0017230510711669922,0.0034799432754516603
256,128,64,0.0017598962783813476,0.0034228157997131347
2048,1024,512,0.0018404078483581542,0.003610708713531494
1024,512,256,0.0017686796188354492,0.0034446263313293456
512,256,128,0.0016615152359008788,0.0034411644935607912
256,128,64,0.0015599942207336426,0.003460495471954346
2048,1024,512,0.0017064666748046874,0.0033292365074157715
1024,512,256,0.0017023992538452149,0.0032969617843627928
512,256,128,0.0016103696823120117,0.00322584867477417
256,128,64,0.0016995048522949218,0.0031906414031982423
2048,1024,512,0.001647050380706787,0.003472282886505127
1024,512,256,0.0013935065269470215,0.0034002184867858885
512,256,128,0.0016017985343933106,0.0032152700424194335
256,128,64,0.0016587996482849122,0.002910151481628418
2048,1024,512,0.001671741008758545,0.0028988051414489745
1024,512,256,0.0009918522834777832,0.0034154129028320314
512,256,128,0.0015494298934936523,0.00312413215637207
256,128,64,0.001513361930847168,0.0031268692016601565
2048,1024,512,0.0016213846206665039,0.0033558511734008787
1024,512,256,0.0014925074577331542,0.00337965726852417
512,256,128,0.0016273260116577148,0.003188037872314453
256,128,64,0.0013840770721435546,0.0030901479721069337
2048,1024,512,0.0014236760139465332,0.003367466926574707
1024,512,256,0.0011650776863098144,0.0033310985565185545
512,256,128,0.0013454747200012207,0.0032562899589538576
256,128,64,0.0016243624687194824,0.0031534814834594726
2048,1024,512,0.0014955925941467286,0.0034979867935180666
1024,512,256,0.001339247226715088,0.0031801128387451173
512,256,128,0.0013444375991821288,0.003110082149505615
256,128,64,0.0015196561813354491,0.003107731342315674
2048,1024,512,0.0016745710372924804,0.0034010481834411623
1024,512,256,0.0017250275611877441,0.0032691287994384764
512,256,128,0.0016311192512512207,0.0032536292076110838
256,128,64,0.0016422510147094727,0.003202216625213623
2048,1024,512,0.0013661670684814453,0.00324845552444458
1024,512,256,0.0015299367904663087,0.0033193087577819825
512,256,128,0.0016217875480651857,0.003181948661804199
256,128,64,0.001632535457611084,0.003165123462677002
2048,1024,512,0.0017016768455505372,0.0034032607078552245
1024,512,256,0.0012305784225463867,0.0034394955635070803
512,256,128,0.0015879034996032714,0.003274235725402832
256,128,64,0.0016817736625671386,0.0031882643699645994
2048,1024,512,0.001663084030151367,0.003373250961303711
1024,512,256,0.0015228486061096191,0.003341481685638428
512,256,128,0.0016643452644348146,0.0032251667976379394
256,128,64,0.0012988042831420898,0.0031381893157958985
2048,1024,512,0.0016849994659423827,0.003349483013153076
1024,512,256,0.0014334344863891602,0.0034217119216918947
512,256,128,0.0016290855407714844,0.003207523822784424
256,128,64,0.0012634778022766113,0.003373298645019531
2048,1024,512,0.0014795613288879393,0.00349278450012207
1024,512,256,0.0016590547561645508,0.0032065200805664064
512,256,128,0.0012507104873657226,0.0034011197090148926
256,128,64,0.0015447616577148437,0.0027942562103271482
2048,1024,512,0.0013961911201477051,0.0030879759788513183
1024,512,256,0.0015088677406311034,0.003482255935668945
512,256,128,0.001621081829071045,0.003432309627532959
256,128,64,0.0019467496871948243,0.0036110281944274902
2048,1024,512,0.0019812726974487303,0.00376253604888916
1024,512,256,0.0019092178344726563,0.0036207008361816406
512,256,128,0.0018077373504638671,0.0036231493949890137
256,128,64,0.0018250632286071777,0.003560519218444824
2048,1024,512,0.0020142245292663575,0.0037263178825378417
1024,512,256,0.0019206690788269043,0.0036323189735412596
512,256,128,0.0019275426864624023,0.003705193996429443
256,128,64,0.0019067859649658204,0.003627972602844238
2048,1024,512,0.001886000633239746,0.003731284141540527
1024,512,256,0.002104039192199707,0.003624684810638428
512,256,128,0.0019578266143798827,0.0037231683731079102
256,128,64,0.001898808479309082,0.0035803937911987305
2048,1024,512,0.0020839786529541016,0.003788468837738037
1024,512,256,0.002051198482513428,0.00366412878036499
512,256,128,0.001927344799041748,0.0036062312126159666
256,128,64,0.0019923853874206543,0.0035674715042114257
2048,1024,512,0.0019659686088562014,0.003781242370605469
1024,512,256,0.00180936336517334,0.0036349940299987794
512,256,128,0.0019358253479003905,0.003619542121887207
256,128,64,0.0016116523742675782,0.0035653614997863767
2048,1024,512,0.001954548358917236,0.0037522220611572264
1024,512,256,0.0020343828201293945,0.003651134967803955
512,256,128,0.002002115249633789,0.0037100696563720703
256,128,64,0.0018100357055664063,0.0036054062843322754
2048,1024,512,0.001630103588104248,0.0037909722328186035
1024,512,256,0.0016829252243041992,0.0032381176948547362
512,256,128,0.0012035059928894043,0.0028375911712646483
256,128,64,0.0014786338806152344,0.002728877067565918
2048,1024,512,0.001646873950958252,0.0029566431045532225
1024,512,256,0.0016307663917541505,0.0027378273010253908
512,256,128,0.0015226364135742187,0.002683258056640625
